id,rle_mask
17a2b55a01,8172 10 8272 11 8371 13 8469 16 8566 20 8662 25 8761 27 8859 30 8956 34 9054 37 9147 45 9223 9 9246 47 9321 73 9419 76 9516 80 9610 87 9708 90 9807 92 9906 94 10006 95 10106 96
36febb2cf5,
d1a7ba274d,1 79 102 79 203 79 304 79 405 79 506 79 607 79 708 80 809 80 910 80 1011 80 1112 80 1213 81 1314 81 1415 81 1516 81 1617 81 1718 82 1819 82 1920 82 2021 82 2122 82 2223 83 2324 83 2425 83 2526 83 2627 84 2728 84 2829 84 2930 84 3031 84 3132 84 3233 84 3334 84 3435 84 3536 85 3637 85 3738 85 3839 86 3940 86 4041 86 4142 87 4243 87 4344 88 4445 88 4546 88 4647 89 4748 89 4849 90 4950 91 5051 91 5152 92 5253 93 5354 93 5455 94 5556 94 5657 95 5758 95 5859 96 5960 96 6061 96 6162 97 6263 97 6364 97 6465 97 6566 98 6667 98 6768 98 6869 99 6970 100 7071 3131
989778f18c,
8032860ce9,10094 7 10189 13
641dd7bc32,
870e83dd9d,
f81a3e3c9c,
c6b2feddd7,
ea77554368,51 51 152 51 253 51 354 51 456 50 556 51 655 53 755 54 856 54 957 54 1058 54 1161 52 1263 51 1368 47 1473 43 1578 39 1681 37 1784 35 1887 33 1990 31 2092 30 2193 30 2295 29 2397 28 2498 28 2599 28 2700 28 2801 28 2903 27 3004 27 3104 28 3205 28 3306 28 3408 27 3509 27 3611 26 3713 25 3815 24 3917 23 4019 22 4121 21 4223 20 4325 19 4427 18 4528 18 4630 17 4731 17 4831 18 4932 18 5033 18 5134 18 5236 17 5337 17 5439 16 5540 16 5642 15 5743 15 5844 15 5946 14 6047 14 6148 14 6249 14 6349 15 6450 15 6551 15 6651 16 6752 16 6852 17 6953 17 7054 17 7154 18 7255 18 7356 18 7457 18 7557 19 7657 20 7758 20 7858 21 7958 22 8058 23 8159 23 8259 24 8360 24 8460 25 8560 26 8661 26 8762 26 8862 27 8963 27 9063 28 9163 29 9264 29 9364 30 9465 30 9566 30 9666 31 9767 31 9867 32 9967 33 10068 33 10168 34
f09d1d559c,
14d1b7816a,
e1f4bd4876,66 36 166 37 267 37 368 37 469 37 570 37 671 37 772 37 874 36 975 36 1076 36 1178 35 1279 35 1380 35 1481 35 1583 34 1684 34 1787 32 1889 31 1990 31 2092 30 2193 30 2294 30 2395 30 2496 30 2597 30 2699 29 2800 29 2901 29 3003 28 3105 27 3207 26 3309 25 3413 22 3516 20 3620 17 3723 15 3826 13 3929 11 4032 9 4135 7 4238 5 4341 3
d0f06eee13,
22f1f09e62,1 74 102 74 203 74 304 73 405 73 506 73 607 73 708 73 809 73 910 74 1011 74 1112 75 1213 75 1314 77 1415 78 1516 80 1617 82 1718 85 1825 82 1930 81 2032 82 2135 83 2237 84 2340 85 2442 84 2544 83 2646 82 2748 81 2850 80 2952 79 3054 78 3155 78 3257 77 3358 77 3460 76 3561 76 3663 75 3764 75 3865 75 3967 74 4068 74 4169 74 4271 73 4372 73 4474 72 4575 72 4677 71 4778 71 4880 70 4981 70 5082 70 5184 69 5285 69 5387 68 5488 68 5590 67 5692 66 5794 65 5896 64 5998 63 6100 62 6201 62 6303 61 6405 60 6506 60 6607 60 6708 60 6809 60 6909 61 7010 61 7111 61 7212 61 7314 60 7415 60 7516 60 7617 60 7718 60 7820 59 7921 59 8022 59 8123 59 8224 59 8325 59 8427 58 8527 59 8628 59 8729 59 8830 59 8931 59 9032 59 9133 59 9234 59 9335 59 9436 59 9537 59 9638 59 9739 59 9840 59 9942 58 10043 58 10144 58
8f384b5525,1606 11 1704 14 1802 17 1899 21 1997 24 2093 29 2184 39 2281 43 2376 49 2473 53 2570 57 2668 60 2767 62 2866 64 2965 66 3065 67 3165 68 3266 68 3367 68 3469 67 3570 67 3672 66 3774 65 3876 64 3978 63 4079 63 4181 62 4283 61 4385 60 4487 59 4589 58 4692 53 4795 49 4900 38 5004 28 5109 20 5215 9 5320 2
e5d64a2aea,
cf4b289c17,
98919a128f,5876 3 5971 11 6069 14 6167 18 6265 21 6365 23 6465 25 6566 27 6667 28 6768 30 6869 31 6970 31 7071 32 7172 32 7273 33 7374 33 7475 34 7576 35 7677 36 7778 37 7879 38 7980 39 8081 40 8182 40 8283 41 8384 42 8485 42 8586 42 8687 43 8788 43 8889 43 8990 43 9091 43 9192 43 9293 43 9394 43 9495 43 9596 43 9697 43 9798 43 9899 43 10000 44 10101 44
6d5bf5fde0,
74f1b30c08,1 57 102 58 203 58 304 58 405 59 506 59 610 57 718 50 822 48 926 45 1028 44 1130 43 1232 42 1333 42 1434 42 1537 1 1548 29 1652 26 1755 25 1859 23 1962 22 2065 21 2168 19 2271 18 2376 14 2479 13 2582 11 2684 10 2787 7 2889 5
20b02228c7,4849 3 4950 8 5051 12 5152 15 5253 17 5354 19 5455 21 5556 24 5657 25 5758 27 5859 31 5960 34 6061 35 6162 38 6263 41 6364 43 6465 45 6566 48 6667 52 6768 57 6869 61 6970 65 7071 68 7172 70 7273 72 7374 75 7475 77 7576 80 7677 83 7778 86 7879 88 7980 90 8081 91 8182 92 8283 93 8384 94 8485 94 8586 94 8687 95 8788 95 8889 95 8990 96 9091 96 9192 96 9293 97 9394 97 9495 97 9596 97 9697 97 9798 96 9899 96 10000 97 10101 97
8d7e882550,
dd1b4b2f7d,
ff5d55d4b6,
6a2861f265,
149c2f22c9,9090 1 9189 3 9289 4 9389 5 9488 7 9588 8 9688 9 9788 10 9888 11 9988 12 10088 13 10189 13
45a197485c,1 2929 2931 100 3033 99 3136 97 3238 96 3340 95 3443 93 3545 92 3648 90 3750 89 3852 88 3954 87 4056 86 4159 84 4261 83 4364 81 4471 75 4575 72 4678 70 4781 68 4884 66 4987 64 5089 63 5192 61 5296 58 5398 57 5501 55 5604 53 5707 51 5811 48 5915 45 6018 43 6121 41 6224 39 6326 38 6429 36 6532 34 6634 33 6737 31 6839 30 6940 30 7042 29 7144 28 7245 28 7346 28 7448 27 7549 27 7650 27 7751 27 7853 26 7954 26 8055 26 8157 25 8258 25 8360 24 8462 23 8564 22 8666 21 8768 20 8869 20 8971 19 9072 19 9172 20 9273 20 9374 20 9475 20 9576 20 9676 21 9775 23 9875 24 9975 25 10075 26 10175 27
082ea078ea,46 56 145 58 244 60 343 62 441 65 538 69 635 73 733 76 832 78 930 81 1030 82 1130 83 1231 83 1332 83 1433 83 1534 83 1636 82 1738 81 1839 81 1942 79 2047 75 2153 70 2258 66 2361 64 2463 63 2565 62 2666 62 2769 60 2871 59 2973 58 3075 57 3179 54 3282 52 3386 49 3489 47 3591 46 3693 45 3795 44 3896 44 3998 43 4099 43 4201 42 4304 40 4409 36 4511 35 4613 34 4715 33 4817 32 4919 31 5021 30 5123 29 5226 27 5329 25 5432 23 5533 23 5634 23 5735 23 5836 23 5937 23 6038 23 6139 23 6240 23 6341 23 6442 23 6542 24 6643 24 6743 25 6842 27 6942 28 7042 29 7143 29 7243 30 7343 31 7443 32 7544 32 7644 33 7744 34 7845 34 7945 35 8045 36 8145 37 8246 37 8346 38 8446 39 8546 40 8646 41 8747 41 8847 42 8947 43 9048 43 9148 44 9248 45 9348 46 9449 46 9549 47 9649 48 9749 49 9849 50 9949 51 10049 52 10149 53
060d966da4,
58a4b8ec4a,
66148a9c70,95 7 195 8 295 9 395 10 495 11 595 12 686 22 773 36 872 38 973 38 1074 38 1174 39 1273 41 1371 44 1470 46 1568 49 1667 43 1713 5 1767 43 1816 3 1866 44 1967 42 2067 42 2168 41 2268 42 2369 43 2470 43 2571 43 2672 43 2773 43 2874 43 2974 46 3075 52 3176 55 3277 56 3378 57 3479 57 3580 57 3681 57 3781 58 3882 58 3983 58 4084 58 4185 58 4286 58 4387 58 4488 58 4590 57 4692 56 4795 54 4897 53 4998 53 5100 52 5201 52 5302 52 5403 52 5504 52 5604 53 5705 53 5805 54 5906 54 6007 54 6107 55 6208 55 6309 55 6410 55 6512 54 6613 54 6714 54 6815 54 6916 54 7017 54 7118 54 7219 54 7320 54 7420 55 7520 56 7620 57 7721 57 7822 57 7923 57 8024 57 8124 58 8225 58 8325 59 8426 59 8527 59 8628 59 8729 59 8830 59 8931 59 9031 60 9131 61 9231 62 9332 62 9432 63 9533 63 9634 63 9735 63 9836 63 9937 63 10039 62 10141 61
9402477e2e,8683 4 8778 10 8876 13 8974 16 9073 18 9172 20 9272 21 9372 22 9472 23 9571 25 9670 27 9770 28 9870 29 9970 30 10070 31 10171 31
f5b281f27c,
ce69bd4ece,
f20201155b,
ec33956570,
7aa312d8d5,2019 2 2119 3 2219 4 2320 4 2421 4 2523 3 2624 3 2726 2 2828 1 4848 1 4948 2 5048 3 5149 3 5249 4 5350 4 5451 4 5552 4 5653 4 5753 5 5854 5 5955 5 6057 4 6158 4 6259 4 6360 4 6460 5 6560 6 6661 6 6761 7 6862 7 6962 8 7063 8 7163 9 7264 9 7364 10 7465 10 7566 10 7667 10 7767 11 7868 11 7969 11 8069 12 8169 13 8269 14 8369 15 8470 15 8570 16 8671 16 8772 16 8874 15 8975 15 9077 14 9177 15 9278 15 9378 16 9478 17 9579 17 9680 17 9781 17 9883 16 9984 16 10086 15 10187 15
4c8dab3f1a,
a0c20610e2,1 60 102 60 203 61 304 61 405 62 506 62 607 63 708 63 809 64 910 64 1011 65 1112 66 1213 67 1314 69 1415 71 1516 73 1617 74 1718 74 1819 75 1920 75 2021 76 2122 77 2223 79 2324 82 2425 85 2526 87 2627 88 2728 89 2829 90 2930 90 3031 91 3132 92 3233 92 3334 93 3435 94 3536 95 3637 96 3738 98 3839 6363
48dddfecdc,
34003990cc,
dbe5ab28a4,
145c06c2d1,3131 1 3231 2 3331 3 3427 8 3523 13 3622 15 3722 16 3822 17 3924 16 4025 16 4126 16 4227 16 4328 16 4429 16 4530 16 4630 17 4730 18 4830 19 4930 20 5031 20 5131 21 5231 22 5330 24 5427 28 5527 29 5629 28 5732 26 5834 25 5936 24 6038 23 6139 23 6241 22 6342 22 6444 21 6545 21 6646 21 6747 21 6848 21 6949 21 7051 20 7152 20 7253 20 7354 20 7456 19 7557 19 7657 20 7758 20 7859 20 7960 20 8061 20 8160 22 8258 25 8357 27 8456 29 8554 32 8651 36 8750 38 8847 42 8945 45 9042 49 9139 53 9235 58 9333 61 9431 64 9530 66 9630 67 9730 68 9831 68 9931 69 10032 69 10133 69
db04c2683d,
e8ebd88bb5,39 63 141 62 242 62 343 62 445 61 546 61 648 60 751 58 853 57 955 56 1057 55 1160 53 1262 52 1364 51 1467 49 1569 48 1671 47 1773 46 1875 45 1977 44 2079 43 2181 42 2283 41 2385 40 2487 39 2589 38 2692 36 2794 35 2897 33 3000 31 3103 29 3205 28 3306 28 3408 27 3510 26 3611 26 3713 25 3815 24 3917 23 4020 21 4123 19 4225 18 4327 17 4429 16 4531 15 4633 14 4735 13 4837 12 4939 11 5041 10 5144 8 5246 7 5348 6 5450 5 5551 5 5653 4 5754 4 5855 4 5957 3 6058 3 6159 3 6261 2 6362 2
9f5029183b,
39b1d2294d,1 8685 8687 99 8788 98 8889 98 8990 97 9091 96 9192 95 9293 94 9394 92 9495 90 9596 88 9697 85 9798 81 9899 79 10000 78 10101 77
be72bfb0b2,706 2 805 4 905 5 1005 6 1105 7 1208 5 1311 3
0e92422666,
748da1dda2,1 7675 7677 96 7778 30 7818 28 7889 12
75fec62ce4,1 15 102 15 203 15 304 15 405 15 506 15 607 14 708 14 809 14 910 13 1011 13 1112 12 1213 10 1314 8 1415 7 1516 6 1617 6 1718 5 1819 5 1920 5 2021 5 2122 5 2223 5 2324 5 2425 5 2526 5 2627 5 2728 4 2829 2
bf23bdb543,
84a42703ee,
993edf78fa,
980b56419d,1 7177 7181 97 7282 96 7382 93 7483 93 7584 93 7685 93 7786 93 7887 93 7989 92 8092 90 8194 89 8296 88 8400 85 8503 83 8605 82 8706 82 8808 81 8910 80 9012 79 9115 77 9217 76 9320 74 9424 71 9528 68 9632 65 9737 61 9844 55 9948 52 10057 44 10161 41
0daa48f5a1,1 80 102 78 203 76 304 73 405 70 506 67 607 65 708 63 809 62 910 60 1011 59 1112 57 1213 56 1314 54 1415 53 1516 51 1617 50 1718 49 1819 47 1920 44 2021 38 2122 33 2223 29 2324 8 2425 5 2526 3
b8bde6d60f,
39b6ef3f29,
139b327245,3986 23 4084 31 4177 44 4274 50 4369 57 4466 63 4562 73 4660 78 4756 84 4851 90 4950 93 5051 94 5152 95 5253 96 5354 97 5455 98 5556 99 5657 100 5758 4444
d9fe7e4fce,4545 1 4645 2 4745 3 4844 5 4944 6 5043 8 5142 10 5241 12 5338 16 5433 22 5530 26 5628 29 5727 31 5827 32 5926 34 6026 35 6125 37 6224 39 6323 41 6422 43 6520 46 6616 51 6713 55 6810 59 6907 63 7005 66 7103 69 7200 73 7298 76 7396 79 7494 82 7592 85 7691 87 7788 91 7885 2317
fbc8a6a4f9,
28574ad175,21 81 122 81 224 80 325 80 427 79 528 79 630 78 731 78 832 78 934 77 1035 77 1137 76 1239 75 1340 75 1442 74 1543 74 1645 73 1747 72 1848 72 1950 71 2052 70 2153 70 2255 69 2356 69 2458 68 2559 68 2660 68 2762 67 2863 67 2964 67 3065 67 3167 66 3268 66 3369 66 3470 66 3571 66 3672 66 3773 66 3874 66 3975 66 4076 66 4177 66 4278 66 4379 66 4480 66 4581 66 4683 65 4784 65 4885 65 4986 65 5088 64 5189 64 5291 63 5392 63 5493 63 5594 63 5694 64 5795 64 5895 65 5996 65 6097 65 6198 65 6299 65 6400 65 6501 65 6602 65 6703 65 6803 66 6904 66 7005 66 7106 66 7206 67 7307 67 7407 68 7508 68 7609 68 7709 69 7810 69 7910 70 8011 70 8111 71 8212 71 8312 72 8413 72 8514 72 8614 73 8715 73 8815 74 8916 74 9016 75 9117 75 9217 76 9318 76 9418 77 9519 77 9619 78 9720 78 9821 78 9923 77 10024 77 10125 77
84dd68008f,29 73 129 74 228 76 326 79 423 83 519 88 617 91 715 94 813 9389
490fd4bfaf,1 3 102 3 203 2 304 1 1213 2 1314 3 1415 3 1516 3 1617 3 1718 3 1819 3 1920 2 2021 1
ade714ba38,45 57 146 57 248 56 350 55 451 55 553 54 655 53 757 52 858 52 960 51 1061 51 1163 50 1264 50 1366 49 1468 48 1571 46 1673 45 1775 44 1877 43 1980 41 2082 40 2184 39 2286 38 2389 36 2491 35 2592 35 2694 34 2795 34 2896 34 2997 34 3099 33 3202 31 3305 29 3408 27 3511 25 3614 23 3716 22 3818 21 3920 20 4022 19 4124 18 4225 18 4327 17 4429 16 4531 15 4633 14 4733 15 4833 16 4933 17 5032 19 5132 20 5231 22 5331 23 5431 24 5530 26 5630 27 5730 28 5830 29 5931 29 6032 29 6133 29 6235 28 6336 28 6437 28 6538 28 6639 28 6740 28 6840 29 6940 30 7041 30 7141 31 7241 32 7342 32 7442 33 7542 34 7641 36 7741 37 7840 39 7940 40 8039 42 8139 43 8239 44 8339 45 8438 47 8538 48 8637 50 8737 51 8838 51 8939 51 9042 49 9145 47 9249 44 9352 42 9455 40 9559 37 9663 34 9767 31 9871 28 9973 27 10075 26 10177 25
66a00fd33e,
7bf1f7ff2c,
6dfcbdbade,1 30 102 31 203 32 304 33 405 34 506 36 607 37 708 38 809 39 910 40 1011 40 1112 41 1213 42 1314 43 1415 44 1516 45 1617 46 1718 47 1819 48 1920 49 2021 49 2122 50 2223 51 2324 52 2425 53 2526 55 2627 56 2728 56 2829 56 2930 56 3031 56 3132 56 3233 56 3334 56 3435 56 3536 55 3637 55 3738 54 3839 53 3940 52 4041 51 4142 49 4243 48 4344 44 4445 42 4546 39 4647 36 4748 33 4849 29 4950 14 5051 4
a5bdac93d1,
94fd51a14f,81 21 181 22 282 22 382 23 483 23 583 24 684 24 785 24 885 25 985 26 1086 26 1186 27 1287 27 1387 28 1488 28 1589 28 1689 29 1789 30 1889 31 1988 33 2088 34 2189 34 2289 35 2389 36 2489 37 2589 38 2689 39 2788 41 2888 42 2988 43 3088 44 3187 46 3287 47 3387 48 3487 49 3586 51 3686 52 3786 53 3886 54 3986 55 4087 55 4188 55 4289 55 4390 55 4491 55 4591 56 4692 56 4794 55 4895 55 4996 55 5098 54 5199 54 5301 53 5402 53 5503 53 5604 53 5706 52 5807 52 5908 52 6009 52 6110 52 6211 52 6312 52 6413 52 6514 52 6616 51 6717 51 6819 50 6920 50 7021 50 7122 50 7223 50 7324 50 7425 50 7525 51 7626 51 7727 51 7828 51 7928 52 8029 52 8130 52 8231 52 8332 52 8432 53 8533 53 8634 53 8735 53 8835 54 8936 54 9036 55 9137 55 9238 55 9338 56 9439 56 9539 57 9640 57 9741 57 9841 58 9942 58 10043 58 10144 58
3330b9ee6b,1 91 102 93 203 96 304 97 405 98 506 99 607 9595
e77d46b5e7,1287 12 1361 44 1446 63 1541 71 1637 79 1734 85 1832 88 1931 90 2030 92 2131 92 2231 93 2333 92 2436 90 2548 79 2652 76 2763 66 2868 62 2973 58 3081 51 3188 45 3293 41 3399 36 3503 33 3607 30 3710 28 3814 25 3919 21 4025 16 4131 11 4238 5
88f577fd2a,14 45 115 46 216 47 317 47 419 46 520 46 621 46 723 45 824 45 925 45 1026 45 1127 45 1228 45 1329 45 1430 44 1531 44 1632 44 1733 44 1834 45 1935 45 2036 45 2137 45 2238 45 2339 45 2440 45 2541 45 2642 45 2743 46 2844 46 2945 46 3046 46 3147 46 3249 45 3350 45 3451 45 3552 45 3654 45 3755 45 3856 45 3957 46 4058 46 4159 46 4260 47 4361 47 4462 48 4564 47 4665 47 4766 47 4867 47 4968 47 5069 48 5169 49 5270 49 5372 48 5473 48 5576 46 5679 45 5782 43 5884 42 5986 41 6088 41 6190 40 6291 40 6393 39 6495 38 6596 38 6698 38 6800 38 6902 37 7003 37 7105 37 7207 36 7310 35 7413 33 7515 32 7617 31 7719 30 7821 29 7923 28 8025 28 8127 27 8229 26 8331 25 8433 24 8535 23 8637 23 8739 22 8841 21 8944 19 9046 18 9149 17 9250 17 9352 16 9454 16 9555 16 9657 15 9758 15 9860 15 9961 15 10063 14 10164 13
71311cdce9,1 395 401 94 503 88 605 84 707 79 808 75 910 70 1011 68 1112 64 1213 61 1314 57 1415 54 1516 49 1617 45 1718 38 1819 35 1920 30 2021 27 2122 23 2223 20 2324 15 2425 12 2526 1
40e83640df,
e082c17bfa,
b4a849594f,
a11f564ac5,
833ff7ed7e,
8fb440fbad,
ac50e41f8a,23 79 124 79 226 78 327 78 429 77 533 74 635 73 735 74 835 75 936 75 1037 75 1139 74 1240 74 1342 73 1443 73 1545 72 1647 71 1749 70 1852 68 1954 67 2057 65 2158 65 2260 64 2361 64 2463 63 2564 63 2664 64 2765 64 2865 65 2966 65 3066 66 3167 66 3267 67 3368 67 3468 68 3568 69 3668 70 3769 70 3870 70 3970 71 4068 74 4167 76 4267 77 4367 78 4467 79 4566 81 4666 82 4766 83 4867 83 4967 84 5068 84 5169 84 5270 84 5371 84 5471 85 5571 86 5671 87 5770 89 5870 90 5970 91 6069 93 6168 95 6268 3934
d3d5626477,1863 18 1961 22 2052 33 2147 40 2245 46 2343 54 2403 16 2442 80 2542 83 2642 86 2743 86 2843 87 2942 89 3041 91 3138 95 3236 704 3942 99 4045 97 4147 96 4250 94 4354 91 4461 85 4571 76 4673 75 4780 69 4884 66 4986 65 5091 61 5195 58 5298 56 5400 55 5503 53 5607 50 5710 48 5813 46 5915 45 6017 44 6120 42 6222 41 6323 41 6425 40 6526 40 6627 40 6728 40 6829 40 6931 39 7033 38 7136 36 7239 34 7342 32 7447 28 7550 26 7653 24 7755 23 7857 22 7959 21 8060 21 8161 21 8262 21 8362 22 8463 22 8564 22 8666 21 8768 20 8872 17 8975 15 9078 13 9181 11 9286 7 9391 3
ba5da40d8c,
cdb1d2185f,
56bed3512e,
2cc9e8a198,
49d36f09b4,65 37 166 37 266 38 367 38 467 39 567 40 668 40 769 40 870 40 971 40 1073 39 1174 39 1275 39 1376 39 1476 40 1577 40 1678 40 1779 40 1879 41 1980 41 2081 41 2181 42 2282 42 2383 42 2483 43 2584 43 2685 43 2785 44 2886 44 2987 44 3089 43 3191 42 3294 40 3396 39 3498 38 3600 37 3703 35 3806 33 3909 31 4012 29 4114 28 4217 26 4320 24 4423 22 4525 21 4627 20 4729 19 4846 3
88e2efec9e,
4303cf97d3,
73e231af37,1 2419 2425 93 2526 90 2627 87 2728 83 2829 81 2930 77 3031 74 3132 70 3233 67 3334 62 3435 59 3536 53 3637 49 3738 44 3839 38 3940 30 4041 25 4142 13 4243 9 4344 2
63b98f9248,
b8a8ff838f,63 39 165 38 267 37 370 35 473 33 575 32 678 30 780 29 882 28 985 26 1087 25 1189 24 1291 23 1393 22 1496 20 1599 18 1702 16 1804 15 1906 14 2008 13 2109 13 2211 12 2312 12 2414 11 2515 11 2617 10 2719 9 2820 9 2922 8 3024 7 3125 7 3227 6 3328 6 3429 6 3531 5 3633 4 3735 3 3837 2
28e55ba73b,1 5351 5354 96 5455 94 5556 93 5657 91 5758 90 5859 89 5960 88 6061 86 6162 84 6263 83 6364 82 6465 81 6566 81 6667 81 6768 81 6869 81 6970 81 7071 81 7172 80 7273 79 7374 78 7475 76 7576 75 7677 73 7778 72 7879 71 7980 69 8081 67 8182 65 8283 63 8384 61 8485 60 8586 58 8687 57 8788 57 8889 56 8990 56 9091 56 9192 56 9293 55 9394 54 9495 53 9596 52 9697 51 9798 50 9899 49 10000 49 10101 49
9f0d6b4bbe,
a15415f3c9,1 15 102 15 203 15 304 15 405 15 506 16 607 16 708 16 809 16 910 16 1011 16 1112 16 1213 16 1314 16 1415 15 1516 15 1617 14 1718 13 1819 12 1920 11 2021 10 2122 9 2223 9 2324 8 2425 8 2526 7 2627 7 2728 7 2829 7 2930 6 3031 6 3132 6 3233 6 3334 6 3435 6 3536 5 3637 5 3738 5 3839 5 3940 5 4041 5 4142 5 4243 5 4344 5 4445 5 4546 5 4647 5 4748 5 4849 5 4950 5 5051 5 5152 4 5253 4 5354 4 5455 4 5556 3 5657 3 5758 3 5859 3 5960 3 6061 4 6162 4 6263 4 6364 4 6465 4 6566 5 6667 5 6768 5 6869 5 6970 4 7071 4 7172 4 7273 3 7374 3 7475 2 7576 2 7677 1 7778 1 7879 1 7980 1 8081 2 8182 2 8283 3 8384 3 8485 4 8586 4 8687 5 8788 5 8889 5 8990 5 9091 6 9192 6 9293 6 9394 7 9495 7 9596 7 9697 7 9798 7 9899 8 10000 8 10101 8
1d05eff605,37 65 137 66 237 67 336 69 436 70 536 71 636 72 736 73 837 73 937 74 1037 75 1138 75 1239 75 1339 76 1439 77 1540 77 1640 78 1741 78 1841 79 1940 81 2040 82 2139 84 2237 87 2334 91 2433 93 2533 94 2633 95 2733 96 2834 96 2936 95 3037 95 3138 95 3239 95 3340 95 3442 94 3543 94 3644 94 3745 94 3846 94 3946 95 4046 96 4147 96 4248 96 4349 96 4449 97 4550 97 4651 97 4752 97 4854 96 4955 96 5056 96 5157 96 5258 96 5358 97 5459 97 5559 98 5660 98 5761 98 5862 98 5964 97 6065 97 6168 95 6273 91 6378 87 6480 86 6582 85 6684 84 6786 83 6887 83 6989 82 7090 82 7191 82 7293 81 7395 80 7497 79 7599 78 7700 78 7802 77 7904 76 8005 76 8107 75 8208 75 8310 74 8411 74 8513 73 8614 73 8715 73 8816 73 8917 73 9018 73 9120 72 9221 72 9322 72 9423 72 9525 71 9626 71 9728 70 9829 70 9930 70 10032 69 10133 69
01721bbf24,1 31 102 31 203 31 304 31 405 30 506 29 607 29 708 28 809 28 910 27 1011 27 1112 27 1213 26 1314 26 1415 25 1516 25 1617 25 1718 24 1819 24 1920 23 2021 22 2122 22 2223 21 2324 19 2425 18 2526 17 2627 16 2728 14 2829 13 2930 11 3031 9 3132 8 3233 6 3334 4 3435 2
736061632f,
1702c5fa6e,5855 4 5953 7 6053 8 6152 10 6252 11 6352 12 6452 13 6552 14 6652 15 6752 16 6853 16 6954 16 7054 17 7155 17 7256 17 7357 17 7458 17 7559 17 7659 18 7760 18 7861 18 7962 18 8063 18 8164 18 8265 18 8367 17 8468 17 8569 17 8670 17 8771 17 8873 16 8974 16 9076 15 9179 13 9282 11 9385 9 9486 9 9587 9 9688 9 9788 10 9889 10 9989 11 10090 11 10192 10
1de2a09cca,
7c5c9f8ba4,61 10 162 9 264 7 350 5 365 6 449 11 466 4 549 13 566 4 648 23 746 25 844 28 941 31 1040 33 1140 33 1239 34 1338 34 1437 34 1536 34 1635 34 1718 1 1735 32 1819 2 1835 31 1920 3 1932 32 2021 2 2031 32 2122 1 2128 34 2227 34 2324 37 2425 35 2526 34 2627 34 2728 33 2829 31 2930 30 3031 29 3132 28 3233 28 3334 27 3435 27 3536 27 3637 27 3738 27 3839 26 3940 26 4041 26 4142 27 4243 28 4344 31 4445 33 4546 36 4647 40 4748 44 4849 47 4950 50 5051 53 5152 56 5253 59 5354 65 5455 69 5556 72 5657 75 5758 80 5859 89 5960 98 6061 202 6266 98 6371 94 6474 92 6579 88 6683 85 6786 83 6889 81 6992 79 7094 78 7196 77 7298 76 7400 75 7503 73 7605 72 7706 72 7808 71 7909 71 8011 70 8112 70 8213 70 8314 70 8415 70 8516 68 8618 64 8719 62 8821 60 8922 58 9023 58 9124 57 9224 57 9323 59 9423 59 9522 60 9620 62 9720 61 9819 59 9919 56 10018 52 10118 51
d5fbaeab9c,
7ea0fd3c88,
051c0a2ddb,1003 5 1103 9 1203 10 1304 10 1404 11 1505 11 1606 11 1707 11 1808 11 1910 10 2011 10 2112 10 2213 10 2314 10 2415 10 2516 10 2617 10 2717 11 2818 11 2919 11 3020 11 3121 11 3222 11 3323 11 3424 11 3525 11 3627 10 3729 9 3830 9 3931 9 4033 8 4134 8 4235 8 4336 8 4437 8 4538 8 4639 8 4740 8 4842 7 4943 7 5045 6 5146 6 5248 5 5349 5 5451 4 5552 4 5653 4 5754 4 5855 4 5956 4 6058 3 6159 3 6260 3 6361 3 6462 3 6563 3 6664 3 6765 3 6866 3 6967 3 7068 3 7169 3 7270 3 7371 3 7472 3 7573 3 7674 3 7776 2 7878 1 8383 1 8484 1 8584 2 8685 2 8785 3 8886 3 8987 3 9087 4 9188 4 9288 5 9389 5 9490 5 9590 6 9691 6 9791 7 9892 7 9993 7 10095 6 10196 6
5a01200b40,1 3052 3054 100 3156 99 3257 4739 7999 95 8103 90 8206 77 8315 69 8420 65 8524 62 8627 60 8730 58 8833 56 8936 54 9039 52 9141 51 9244 49 9347 47 9449 46 9551 45 9653 44 9755 43 9857 42 9958 42 10060 41 10162 40
eae4111384,1 1919 1921 100 2026 96 2130 93 2233 91 2336 89 2439 87 2541 86 2644 84 2746 83 2848 82 2951 80 3054 78 3157 76 3261 73 3364 71 3466 70 3568 69 3670 68 3772 67 3873 67 3975 66 4077 65 4178 65 4280 64 4381 64 4482 64 4583 64 4684 64 4785 64 4886 64 4987 64 5088 64 5189 64 5290 64 5391 64 5492 64 5593 64 5694 64 5795 64 5897 63 5998 63 6099 63 6200 63 6301 63 6402 63 6502 64 6602 65 6702 66 6802 67 6902 68 7002 69 7103 69 7203 70 7304 70 7405 70 7506 70 7607 70 7707 71 7807 72 7907 73 8008 73 8108 74 8208 75 8308 76 8409 76 8509 77 8610 77 8711 77 8811 78 8912 78 9013 78 9114 78 9216 77 9317 77 9419 76 9520 76 9621 76 9722 76 9823 76 9923 77 10023 78 10123 79
2e54db05a5,46 56 147 56 248 56 350 55 452 54 554 53 656 52 758 51 859 51 961 50 1063 49 1164 49 1265 49 1367 48 1468 48 1570 47 1671 47 1773 46 1874 46 1976 45 2079 43 2181 42 2283 41 2385 40 2487 38 2589 37 2692 6 2707 20 2810 17 2912 16 3015 13 3118 11 3220 9 3322 8 3424 6 3528 1
